NUM_INDX,DESCRIPCION_INDX,DESCRIPCION_INDX_NORM,PILAR,SUBPILAR,DESCRIPCION_PILAR,AÑO,CATEGORIA_INDX,CATEGORIA_DESC,FACTOR
2.02,Quality of roads 1-7 (best),quality of roads 17 best,2,2,Infraestructura,2018,A,Requisitos Básicos,0.4
2.03,Railroad density km of roads/square km,railroad density km of roadssquare km,2,3,Infraestructura,2018,A,Requisitos Básicos,0.4
2.04,Efficiency of train services 1-7 (best),efficiency of train services 17 best,2,4,Infraestructura,2018,A,Requisitos Básicos,0.4
2.05,Airport connectivity score,airport connectivity score,2,5,Infraestructura,2018,A,Requisitos Básicos,0.4
2.06,Efficiency of air transport services,efficiency of air transport services,2,6,Infraestructura,2018,A,Requisitos Básicos,0.4
2.07,Liner Shipping Connectivity Index,liner shipping connectivity index,2,7,Infraestructura,2018,A,Requisitos Básicos,0.4
2.08,Efficiency of seaport services 1-7 (best),efficiency of seaport services 17 best,2,8,Infraestructura,2018,A,Requisitos Básicos,0.4
2.09,Electrification rate % pop.,electrification rate pop,2,9,Infraestructura,2018,A,Requisitos Básicos,0.4
2.10,Electric power transmission and distribution losses,electric power transmission and distribution losses,2,10,Infraestructura,2018,A,Requisitos Básicos,0.4
2.11,Exposure to unsafe drinking water,exposure to unsafe drinking water,2,11,Infraestructura,2018,A,Requisitos Básicos,0.4
2.12,Reliability of water supply 1-7 (best),reliability of water supply 17 best,2,12,Infraestructura,2018,A,Requisitos Básicos,0.4
3.01,Mobile-cellular telephone subscriptions,mobilecellular telephone subscriptions,3,1,Adopción de Tecnologías de Información y Comunicación (TIC),2018,A,Requisitos Básicos,0.4
3.02,Mobile-broadband subscriptions,mobilebroadband subscriptions,3,2,Adopción de Tecnologías de Información y Comunicación (TIC),2018,A,Requisitos Básicos,0.4
3.03,Fixed-broadband Internet subscriptions,fixedbroadband internet subscriptions,3,3,Adopción de Tecnologías de Información y Comunicación (TIC),2018,A,Requisitos Básicos,0.4
3.04,Fibre Internet subscriptions /100 pop.,fibre internet subscriptions 100 pop,3,4,Adopción de Tecnologías de Información y Comunicación (TIC),2018,A,Requisitos Básicos,0.4
3.05,Internet users % pop.,internet users pop,3,5,Adopción de Tecnologías de Información y Comunicación (TIC),2018,A,Requisitos Básicos,0.4
4.01,Inflation annual % change,inflation annual change,4,1,Estabilidad Macroeconómica,2018,A,Requisitos Básicos,0.4
4.02,Debt dynamics 0-100 (best),debt dynamics 0100 best,4,2,Estabilidad Macroeconómica,2018,A,Requisitos Básicos,0.4
5.01,Healthy life expectancy years,healthy life expectancy years,5,1,Salud,2018,B,Impulsores de Eficiencia,0.5
6.01,Mean years of schooling Years,mean years of schooling years,6,1,Habilidades,2018,B,Impulsores de Eficiencia,0.5
6.02,Extent of staff training 1-7 (best),extent of staff training 17 best,6,2,Habilidades,2018,B,Impulsores de Eficiencia,0.5
6.03,Quality of vocational training 1-7 (best),quality of vocational training 17 best,6,3,Habilidades,2018,B,Impulsores de Eficiencia,0.5
6.04,Skillset of graduates 1-7 (best),skillset of graduates 17 best,6,4,Habilidades,2018,B,Impulsores de Eficiencia,0.5
6.05,Digital skills among population 1-7 (best),digital skills among population 17 best,6,5,Habilidades,2018,B,Impulsores de Eficiencia,0.5
6.06,Ease of finding skilled employees,ease of finding skilled employees,6,6,Habilidades,2018,B,Impulsores de Eficiencia,0.5
6.07,School life expectancy Years,school life expectancy years,6,7,Habilidades,2018,B,Impulsores de Eficiencia,0.5
6.08,Critical thinking in teaching 1-7 (best),critical thinking in teaching 17 best,6,8,Habilidades,2018,B,Impulsores de Eficiencia,0.5
6.09,Pupil-to-teacher ratio in primary education,pupiltoteacher ratio in primary education,6,9,Habilidades,2018,B,Impulsores de Eficiencia,0.5
7.01,Distortive effect of taxes and subsidies on competition,distortive effect of taxes and subsidies on competition,7,1,Mercado de Productos,2018,B,Impulsores de Eficiencia,0.5
7.02,Extent of market dominance 1-7 (best),extent of market dominance 17 best,7,2,Mercado de Productos,2018,B,Impulsores de Eficiencia,0.5
7.03,Competition in services 1-7 (best),competition in services 17 best,7,3,Mercado de Productos,2018,B,Impulsores de Eficiencia,0.5
7.04,Prevalence of non-tariff barriers 1-7 (best),prevalence of nontariff barriers 17 best,7,4,Mercado de Productos,2018,B,Impulsores de Eficiencia,0.5
7.05,Trade tariffs % duty,trade tariffs duty,7,5,Mercado de Productos,2018,B,Impulsores de Eficiencia,0.5
7.06,Complexity of tariffs 1-7 (best),complexity of tariffs 17 best,7,6,Mercado de Productos,2018,B,Impulsores de Eficiencia,0.5
7.07,Efficiency of the clearance process 1–5 (best),efficiency of the clearance process 15 best,7,7,Mercado de Productos,2018,B,Impulsores de Eficiencia,0.5
7.08,Services trade openness 0-100 (worst),services trade openness 0100 worst,7,8,Mercado de Productos,2018,B,Impulsores de Eficiencia,0.5
8.01,Redundancy costs weeks of salary,redundancy costs weeks of salary,8,1,Mercado Laboral,2018,B,Impulsores de Eficiencia,0.5
8.02,Hiring and firing practices 1-7 (best),hiring and firing practices 17 best,8,2,Mercado Laboral,2018,B,Impulsores de Eficiencia,0.5
8.03,Cooperation in Labour-employer relations,cooperation in labouremployer relations,8,3,Mercado Laboral,2018,B,Impulsores de Eficiencia,0.5
8.04,Flexibility of wage determination 1-7 (best),flexibility of wage determination 17 best,8,4,Mercado Laboral,2018,B,Impulsores de Eficiencia,0.5
8.05,Active Labour policies 1-7 (best),active labour policies 17 best,8,5,Mercado Laboral,2018,B,Impulsores de Eficiencia,0.5
8.06,Workers' rights 0-100 (best),workers rights 0100 best,8,6,Mercado Laboral,2018,B,Impulsores de Eficiencia,0.5
8.07,Ease of hiring foreign labour 1-7 (best),ease of hiring foreign labour 17 best,8,7,Mercado Laboral,2018,B,Impulsores de Eficiencia,0.5
8.08,Internal Labour mobility 1-7 (best),internal labour mobility 17 best,8,8,Mercado Laboral,2018,B,Impulsores de Eficiencia,0.5
8.09,Reliance on professional management,reliance on professional management,8,9,Mercado Laboral,2018,B,Impulsores de Eficiencia,0.5
8.10,Pay and productivity 1-7 (best),pay and productivity 17 best,8,10,Mercado Laboral,2018,B,Impulsores de Eficiencia,0.5
8.11,Female participation in Labour force,female participation in labour force,8,11,Mercado Laboral,2018,B,Impulsores de Eficiencia,0.5
8.12,Labour tax rate %,labour tax rate,8,12,Mercado Laboral,2018,B,Impulsores de Eficiencia,0.5
9.01,Domestic credit to private sector % GDP,domestic credit to private sector gdp,9,1,Sistema Financiero,2018,B,Impulsores de Eficiencia,0.5
9.02,Financing of SMEs 1-7 (best),financing of smes 17 best,9,2,Sistema Financiero,2018,B,Impulsores de Eficiencia,0.5
9.03,Venture capital availability 1-7 (best),venture capital availability 17 best,9,3,Sistema Financiero,2018,B,Impulsores de Eficiencia,0.5
9.04,Market capitalization % GDP,market capitalization gdp,9,4,Sistema Financiero,2018,B,Impulsores de Eficiencia,0.5
9.05,Insurance premium % GDP,insurance premium gdp,9,5,Sistema Financiero,2018,B,Impulsores de Eficiencia,0.5
9.06,Soundness of banks 1-7 (best),soundness of banks 17 best,9,6,Sistema Financiero,2018,B,Impulsores de Eficiencia,0.5
9.07,Non-performing loans % loan portfolio value,nonperforming loans loan portfolio value,9,7,Sistema Financiero,2018,B,Impulsores de Eficiencia,0.5
9.08,Credit gap percentage points,credit gap percentage points,9,8,Sistema Financiero,2018,B,Impulsores de Eficiencia,0.5
9.09,Banks’ regulatory capital ratio ratio,banks regulatory capital ratio ratio,9,9,Sistema Financiero,2018,B,Impulsores de Eficiencia,0.5
10.01,Gross domestic product PPP $ billions,gross domestic product ppp billions,10,1,Tamaño del Mercado,2018,B,Impulsores de Eficiencia,0.5
10.02,Imports % GDP,imports gdp,10,2,Tamaño del Mercado,2018,B,Impulsores de Eficiencia,0.5
11.01,Cost of starting a business % GNI per capita,cost of starting a business gni per capita,11,1,Dinamismo Empresarial,2018,C,Factores de Innovación y Sofisticación,0.1
11.02,Time to start a business days,time to start a business days,11,2,Dinamismo Empresarial,2018,C,Factores de Innovación y Sofisticación,0.1
11.03,Insolvency recovery rate cents/$,insolvency recovery rate cents,11,3,Dinamismo Empresarial,2018,C,Factores de Innovación y Sofisticación,0.1
11.04,Insolvency regulatory framework 0-16 (best),insolvency regulatory framework 016 best,11,4,Dinamismo Empresarial,2018,C,Factores de Innovación y Sofisticación,0.1
11.05,Attitudes toward entrepreneurial risk,attitudes toward entrepreneurial risk,11,5,Dinamismo Empresarial,2018,C,Factores de Innovación y Sofisticación,0.1
11.06,Willingness to delegate authority 1-7 (best),willingness to delegate authority 17 best,11,6,Dinamismo Empresarial,2018,C,Factores de Innovación y Sofisticación,0.1
11.07,Growth of innovative companies 1-7 (best),growth of innovative companies 17 best,11,7,Dinamismo Empresarial,2018,C,Factores de Innovación y Sofisticación,0.1
11.08,Companies embracing disruptive ideas,companies embracing disruptive ideas,11,8,Dinamismo Empresarial,2018,C,Factores de Innovación y Sofisticación,0.1
12.01,Diversity of workforce 1-7 (best),diversity of workforce 17 best,12,1,Capacidad de Innovación,2018,C,Factores de Innovación y Sofisticación,0.1
12.02,State of cluster development 1-7 (best),state of cluster development 17 best,12,2,Capacidad de Innovación,2018,C,Factores de Innovación y Sofisticación,0.1
12.03,International co-inventions applications/million pop.,international coinventions applicationsmillion pop,12,3,Capacidad de Innovación,2018,C,Factores de Innovación y Sofisticación,0.1
12.04,Multi-stakeholder collaboration 1-7 (best),multistakeholder collaboration 17 best,12,4,Capacidad de Innovación,2018,C,Factores de Innovación y Sofisticación,0.1
12.05,Scientific publications H Index,scientific publications h index,12,5,Capacidad de Innovación,2018,C,Factores de Innovación y Sofisticación,0.1
12.06,Patent applications applications/million pop.,patent applications applicationsmillion pop,12,6,Capacidad de Innovación,2018,C,Factores de Innovación y Sofisticación,0.1
12.07,GDP,gdp,12,7,Capacidad de Innovación,2018,C,Factores de Innovación y Sofisticación,0.1
12.08,Quality of research institutions index,quality of research institutions index,12,8,Capacidad de Innovación,2018,C,Factores de Innovación y Sofisticación,0.1
12.09,Buyer sophistication 1-7 (best),buyer sophistication 17 best,12,9,Capacidad de Innovación,2018,C,Factores de Innovación y Sofisticación,0.1
12.10,Trademark applications applications/million pop.,trademark applications applicationsmillion pop,12,10,Capacidad de Innovación,2018,C,Factores de Innovación y Sofisticación,0.1
1.01,Organized crime 1–7 (best),organized crime 17 best,1,1,Instituciones,2019,A,Requisitos Básicos,0.4
1.02,"Homicide rate per 100,000 pop.",homicide rate per 100000 pop,1,2,Instituciones,2019,A,Requisitos Básicos,0.4
1.03,Terrorism incidence 0 (very high) -100 (no incidence),terrorism incidence 0 very high 100 no incidence,1,3,Instituciones,2019,A,Requisitos Básicos,0.4
1.04,Reliability of police services 1–7 (best),reliability of police services 17 best,1,4,Instituciones,2019,A,Requisitos Básicos,0.4
1.05,Social capital 0–100 (best),social capital 0100 best,1,5,Instituciones,2019,A,Requisitos Básicos,0.4
1.06,Budget transparency 0–100 (best),budget transparency 0100 best,1,6,Instituciones,2019,A,Requisitos Básicos,0.4
1.07,Judicial independence 1–7 (best),judicial independence 17 best,1,7,Instituciones,2019,A,Requisitos Básicos,0.4
1.08,Efficiency of legal framework in challenging regulations,efficiency of legal framework in challenging regulations,1,8,Instituciones,2019,A,Requisitos Básicos,0.4
1.09,Freedom of the press 0–100 (worst),freedom of the press 0100 worst,1,9,Instituciones,2019,A,Requisitos Básicos,0.4
1.10,Burden of government regulation,burden of government regulation,1,10,Instituciones,2019,A,Requisitos Básicos,0.4
1.11,Efficiency of legal framework in settling disputes,efficiency of legal framework in settling disputes,1,11,Instituciones,2019,A,Requisitos Básicos,0.4
1.12,Participation 0–1 (best),participation 01 best,1,12,Instituciones,2019,A,Requisitos Básicos,0.4
1.13,Incidence of corruption 0–100 (best),incidence of corruption 0100 best,1,13,Instituciones,2019,A,Requisitos Básicos,0.4
1.14,Property rights 1–7 (best),property rights 17 best,1,14,Instituciones,2019,A,Requisitos Básicos,0.4
1.15,Intellectual property protection,intellectual property protection,1,15,Instituciones,2019,A,Requisitos Básicos,0.4
1.16,Quality of land administration,quality of land administration,1,16,Instituciones,2019,A,Requisitos Básicos,0.4
1.17,Strength of auditing and accounting standards,strength of auditing and accounting standards,1,17,Instituciones,2019,A,Requisitos Básicos,0.4
1.18,Conflict of interest regulation,conflict of interest regulation,1,18,Instituciones,2019,A,Requisitos Básicos,0.4
1.19,Shareholder governance 0–10 (best),shareholder governance 010 best,1,19,Instituciones,2019,A,Requisitos Básicos,0.4
1.20,Government ensuring policy stability,government ensuring policy stability,1,20,Instituciones,2019,A,Requisitos Básicos,0.4
1.21,Government's responsiveness to change,governments responsiveness to change,1,21,Instituciones,2019,A,Requisitos Básicos,0.4
1.22,Legal framework's adaptability to digital business models,legal frameworks adaptability to digital business models,1,22,Instituciones,2019,A,Requisitos Básicos,0.4
1.23,Government long-term vision,government longterm vision,1,23,Instituciones,2019,A,Requisitos Básicos,0.4
1.24,Energy efficiency regulation 0–100 (best),energy efficiency regulation 0100 best,1,24,Instituciones,2019,A,Requisitos Básicos,0.4
1.25,Renewable energy regulation,renewable energy regulation,1,25,Instituciones,2019,A,Requisitos Básicos,0.4
1.26,Environment-related treaties in force,environmentrelated treaties in force,1,26,Instituciones,2019,A,Requisitos Básicos,0.4
2.01,Road connectivity 0–100 (best),road connectivity 0100 best,2,1,Infraestructura,2019,A,Requisitos Básicos,0.4
2.02,Quality of road infrastructure,quality of road infrastructure,2,2,Infraestructura,2019,A,Requisitos Básicos,0.4
2.03,"Railroad density km/1,000 km[[2",railroad density km1000 km2,2,3,Infraestructura,2019,A,Requisitos Básicos,0.4
2.04,Efficiency of train services 1–7 (best),efficiency of train services 17 best,2,4,Infraestructura,2019,A,Requisitos Básicos,0.4
2.05,Airport connectivity score,airport connectivity score,2,5,Infraestructura,2019,A,Requisitos Básicos,0.4
2.06,Efficiency of air transport services,efficiency of air transport services,2,6,Infraestructura,2019,A,Requisitos Básicos,0.4
2.07,Liner shipping connectivity 0–100 (best),liner shipping connectivity 0100 best,2,7,Infraestructura,2019,A,Requisitos Básicos,0.4
2.08,Efficiency of seaport services,efficiency of seaport services,2,8,Infraestructura,2019,A,Requisitos Básicos,0.4
2.09,Electricity access % of population,electricity access of population,2,9,Infraestructura,2019,A,Requisitos Básicos,0.4
2.10,Electricity supply quality % of output,electricity supply quality of output,2,10,Infraestructura,2019,A,Requisitos Básicos,0.4
2.11,Exposure to unsafe drinking water,exposure to unsafe drinking water,2,11,Infraestructura,2019,A,Requisitos Básicos,0.4
2.12,Reliability of water supply 1–7 (best),reliability of water supply 17 best,2,12,Infraestructura,2019,A,Requisitos Básicos,0.4
3.01,Mobile-cellular telephone subscriptions,mobilecellular telephone subscriptions,3,1,Adopción de Tecnologías de Información y Comunicación (TIC),2019,A,Requisitos Básicos,0.4
3.02,Mobile-broadband subscriptions,mobilebroadband subscriptions,3,2,Adopción de Tecnologías de Información y Comunicación (TIC),2019,A,Requisitos Básicos,0.4
3.03,Fixed-broadband Internet subscriptions,fixedbroadband internet subscriptions,3,3,Adopción de Tecnologías de Información y Comunicación (TIC),2019,A,Requisitos Básicos,0.4
3.04,Fibre internet subscriptions per 100 pop.,fibre internet subscriptions per 100 pop,3,4,Adopción de Tecnologías de Información y Comunicación (TIC),2019,A,Requisitos Básicos,0.4
3.05,Internet users % of adult population,internet users of adult population,3,5,Adopción de Tecnologías de Información y Comunicación (TIC),2019,A,Requisitos Básicos,0.4
4.01,Inflation %,inflation,4,1,Estabilidad Macroeconómica,2019,A,Requisitos Básicos,0.4
4.02,Debt dynamics 0–100 (best),debt dynamics 0100 best,4,2,Estabilidad Macroeconómica,2019,A,Requisitos Básicos,0.4
5.01,Healthy life expectancy years,healthy life expectancy years,5,1,Salud,2019,B,Impulsores de Eficiencia,0.5
6.01,Mean years of schooling years,mean years of schooling years,6,1,Habilidades,2019,B,Impulsores de Eficiencia,0.5
6.02,Extent of staff training 1–7 (best),extent of staff training 17 best,6,2,Habilidades,2019,B,Impulsores de Eficiencia,0.5
6.03,Quality of vocational training 1–7 (best),quality of vocational training 17 best,6,3,Habilidades,2019,B,Impulsores de Eficiencia,0.5
6.04,Skillset of graduates 1–7 (best),skillset of graduates 17 best,6,4,Habilidades,2019,B,Impulsores de Eficiencia,0.5
6.05,Digital skills among active population,digital skills among active population,6,5,Habilidades,2019,B,Impulsores de Eficiencia,0.5
6.06,Ease of finding skilled employees,ease of finding skilled employees,6,6,Habilidades,2019,B,Impulsores de Eficiencia,0.5
6.07,School life expectancy years,school life expectancy years,6,7,Habilidades,2019,B,Impulsores de Eficiencia,0.5
6.08,Critical thinking in teaching 1–7 (best),critical thinking in teaching 17 best,6,8,Habilidades,2019,B,Impulsores de Eficiencia,0.5
6.09,Pupil-to-teacher ratio in primary education,pupiltoteacher ratio in primary education,6,9,Habilidades,2019,B,Impulsores de Eficiencia,0.5
7.01,Distortive effect of taxes and subsidies on competition,distortive effect of taxes and subsidies on competition,7,1,Mercado de Productos,2019,B,Impulsores de Eficiencia,0.5
7.02,Extent of market dominance 1–7 (best),extent of market dominance 17 best,7,2,Mercado de Productos,2019,B,Impulsores de Eficiencia,0.5
7.03,Competition in services 1–7 (best),competition in services 17 best,7,3,Mercado de Productos,2019,B,Impulsores de Eficiencia,0.5
7.04,Prevalence of non-tariff barriers,prevalence of nontariff barriers,7,4,Mercado de Productos,2019,B,Impulsores de Eficiencia,0.5
7.05,Trade tariffs %,trade tariffs,7,5,Mercado de Productos,2019,B,Impulsores de Eficiencia,0.5
7.06,Complexity of tariffs 1–7 (best),complexity of tariffs 17 best,7,6,Mercado de Productos,2019,B,Impulsores de Eficiencia,0.5
7.07,Border clearance efficiency 1–5 (best),border clearance efficiency 15 best,7,7,Mercado de Productos,2019,B,Impulsores de Eficiencia,0.5
8.01,Redundancy costs weeks of salary,redundancy costs weeks of salary,8,1,Mercado Laboral,2019,B,Impulsores de Eficiencia,0.5
8.02,Hiring and firing practices 1–7 (best),hiring and firing practices 17 best,8,2,Mercado Laboral,2019,B,Impulsores de Eficiencia,0.5
8.03,Cooperation in labour-employer relations,cooperation in labouremployer relations,8,3,Mercado Laboral,2019,B,Impulsores de Eficiencia,0.5
8.04,Flexibility of wage determination,flexibility of wage determination,8,4,Mercado Laboral,2019,B,Impulsores de Eficiencia,0.5
8.05,Active labour market policies 1–7 (best),active labour market policies 17 best,8,5,Mercado Laboral,2019,B,Impulsores de Eficiencia,0.5
8.06,Workers' rights 0-100 (best),workers rights 0100 best,8,6,Mercado Laboral,2019,B,Impulsores de Eficiencia,0.5
8.07,Ease of hiring foreign labour 1–7 (best),ease of hiring foreign labour 17 best,8,7,Mercado Laboral,2019,B,Impulsores de Eficiencia,0.5
8.08,Internal labour mobility 1–7 (best),internal labour mobility 17 best,8,8,Mercado Laboral,2019,B,Impulsores de Eficiencia,0.5
8.09,Reliance on professional management,reliance on professional management,8,9,Mercado Laboral,2019,B,Impulsores de Eficiencia,0.5
8.10,Pay and productivity 1–7 (best),pay and productivity 17 best,8,10,Mercado Laboral,2019,B,Impulsores de Eficiencia,0.5
8.11,Ratio of wage and salaried female workers to male workers,ratio of wage and salaried female workers to male workers,8,11,Mercado Laboral,2019,B,Impulsores de Eficiencia,0.5
8.12,Labour tax rate %,labour tax rate,8,12,Mercado Laboral,2019,B,Impulsores de Eficiencia,0.5
9.01,Domestic credit to private sector % GDP,domestic credit to private sector gdp,9,1,Sistema Financiero,2019,B,Impulsores de Eficiencia,0.5
9.02,Financing of SMEs 1–7 (best),financing of smes 17 best,9,2,Sistema Financiero,2019,B,Impulsores de Eficiencia,0.5
9.03,Venture capital availability 1–7 (best),venture capital availability 17 best,9,3,Sistema Financiero,2019,B,Impulsores de Eficiencia,0.5
9.04,Market capitalization % GDP,market capitalization gdp,9,4,Sistema Financiero,2019,B,Impulsores de Eficiencia,0.5
9.05,Insurance premium volume to GDP,insurance premium volume to gdp,9,5,Sistema Financiero,2019,B,Impulsores de Eficiencia,0.5
9.06,Soundness of banks 1–7 (best),soundness of banks 17 best,9,6,Sistema Financiero,2019,B,Impulsores de Eficiencia,0.5
9.07,Non-performing loans % of gross total loans,nonperforming loans of gross total loans,9,7,Sistema Financiero,2019,B,Impulsores de Eficiencia,0.5
9.08,Credit gap %,credit gap,9,8,Sistema Financiero,2019,B,Impulsores de Eficiencia,0.5
9.09,Banks’ regulatory capital ratio % of total risk-weighted assets,banks regulatory capital ratio of total riskweighted assets,9,9,Sistema Financiero,2019,B,Impulsores de Eficiencia,0.5
10.01,Gross domestic product PPP $ billions,gross domestic product ppp billions,10,1,Tamaño del Mercado,2019,B,Impulsores de Eficiencia,0.5
10.02,Imports of goods and services % GDP,imports of goods and services gdp,10,2,Tamaño del Mercado,2019,B,Impulsores de Eficiencia,0.5
11.01,Cost of starting a business % of GNI per capita,cost of starting a business of gni per capita,11,1,Dinamismo Empresarial,2019,C,Factores de Innovación y Sofisticación,0.1
11.02,Time to start a business days,time to start a business days,11,2,Dinamismo Empresarial,2019,C,Factores de Innovación y Sofisticación,0.1
11.03,Insolvency recovery rate cents to the dollar,insolvency recovery rate cents to the dollar,11,3,Dinamismo Empresarial,2019,C,Factores de Innovación y Sofisticación,0.1
11.04,Insolvency regulatory framework 0–16 (best),insolvency regulatory framework 016 best,11,4,Dinamismo Empresarial,2019,C,Factores de Innovación y Sofisticación,0.1
11.05,Attitudes towards entrepreneurial risk 1–7 (best),attitudes towards entrepreneurial risk 17 best,11,5,Dinamismo Empresarial,2019,C,Factores de Innovación y Sofisticación,0.1
11.06,Willingness to delegate authority 1–7 (best),willingness to delegate authority 17 best,11,6,Dinamismo Empresarial,2019,C,Factores de Innovación y Sofisticación,0.1
11.07,Growth of innovative companies 1–7 (best),growth of innovative companies 17 best,11,7,Dinamismo Empresarial,2019,C,Factores de Innovación y Sofisticación,0.1
11.08,Companies embracing disruptive ideas,companies embracing disruptive ideas,11,8,Dinamismo Empresarial,2019,C,Factores de Innovación y Sofisticación,0.1
12.01,Diversity of workforce 1–7 (best),diversity of workforce 17 best,12,1,Capacidad de Innovación,2019,C,Factores de Innovación y Sofisticación,0.1
12.02,State of cluster development 1–7 (best),state of cluster development 17 best,12,2,Capacidad de Innovación,2019,C,Factores de Innovación y Sofisticación,0.1
12.03,International co-inventions per million pop.,international coinventions per million pop,12,3,Capacidad de Innovación,2019,C,Factores de Innovación y Sofisticación,0.1
12.04,Multi-stakeholder collaboration 1–7 (best),multistakeholder collaboration 17 best,12,4,Capacidad de Innovación,2019,C,Factores de Innovación y Sofisticación,0.1
12.05,Scientific publications score,scientific publications score,12,5,Capacidad de Innovación,2019,C,Factores de Innovación y Sofisticación,0.1
12.06,Patent applications per million pop.,patent applications per million pop,12,6,Capacidad de Innovación,2019,C,Factores de Innovación y Sofisticación,0.1
12.07,GDP,gdp,12,7,Capacidad de Innovación,2019,C,Factores de Innovación y Sofisticación,0.1
12.08,Research institutions prominence 0–100 (best),research institutions prominence 0100 best,12,8,Capacidad de Innovación,2019,C,Factores de Innovación y Sofisticación,0.1
12.09,Buyer sophistication 1–7 (best),buyer sophistication 17 best,12,9,Capacidad de Innovación,2019,C,Factores de Innovación y Sofisticación,0.1
12.10,Trademark applications per million pop.,trademark applications per million pop,12,10,Capacidad de Innovación,2019,C,Factores de Innovación y Sofisticación,0.1
